"","x"
"1",864.131094527363
"2",785.900632569319
"3",942.361556485407
"4",1204.46766169154
"5",858.537313432836
"6",908.930348258706
"7",1131.06467661692
"8",1115.90049751244
"9",1132.86069651741
"10",1084.51741293532
"11",1244.7263681592
"12",206.004975124378
"13",1024.89552238806
"14",233.059701492537
"15",1157.92039800995
"16",1359.58706467662
"17",1136.10945273632
"18",459.164179104478
"19",1144.25870646766
"20",1134.02985074627
"21",408.945273631841
"22",1265.39800995025
"23",485.273631840796
"24",1233.28855721393
"25",363.572139303483
"26",262.124378109453
"27",340.004975124378
"28",1121.78109452736
"29",1164.49751243781
"30",1160.67164179104
"31",1215.91044776119
"32",1272.46766169154
"33",1096.59701492537
"34",267.721393034826
"35",207.572139303483
"36",1027.80597014925
"37",877.756218905473
"38",254.353233830846
"39",1209.97512437811
"40",486.935323383085
"41",1185.17910447761
"42",325.522388059701
"43",1166.76616915423
"44",892.303482587065
"45",1436.592039801
"46",241.626865671642
"47",828.587064676617
"48",1239.65671641791
"49",1171.17412935323
"50",1065.90049751244
"51",240.761194029851
"52",220.014925373134
"53",767.63184079602
"54",1144.44278606965
"55",1154.3631840796
"56",1135.3631840796
"57",1059.75124378109
"58",1167.35323383085
"59",1052.31343283582
"60",226.467661691542
"61",1062.86567164179
"62",426.691542288557
"63",1216.69651741294
"64",1220.41293532338
"65",278.547263681592
"66",1208.29353233831
"67",260.019900497512
"68",1078.43781094527
"69",1165.61194029851
"70",1114.89552238806
"71",977.915422885572
"72",1203.7960199005
"73",1264.9552238806
"74",356.945273631841
"75",232.293532338308
"76",1133.09950248756
"77",842.666666666667
"78",1253.90547263682
"79",264.577114427861
"80",256.621890547264
"81",693.73631840796
"82",291.845771144279
"83",1237.85074626866
"84",1105.26865671642
"85",963.741293532338
"86",264.65671641791
"87",221.10447761194
"88",1250.03980099502
"89",1058.76616915423
"90",1137.50746268657
"91",1126.8407960199
"92",1141.09452736318
"93",961.477611940299
"94",265.228855721393
"95",1099.84577114428
"96",224.990049751244
"97",1269.7263681592
"98",1147.07960199005
"99",1055.8407960199
"100",240.965174129353
"101",1121.74626865672
"102",1244.22885572139
"103",489.820895522388
