Löporder, Tid (mikrosekund) 
455, 6751079
456, 6148756
457, 6153345
458, 11186945
459, 6260968
460, 6117441
461, 6345100
462, 6764813
463, 6534477
464, 6346712
465, 6133499
466, 6136706
467, 6154856
468, 6128699
469, 6294278
470, 6159952
471, 6339602
472, 6045612
473, 5930463
474, 6251237
475, 6488482
476, 6311163
477, 6441163
478, 6407239
479, 6553893
480, 6826678
481, 6581713
482, 8209372
483, 9190108
484, 7353249
485, 6544628
486, 6644605
487, 6276353
488, 6074113
489, 6449620
490, 6184932
491, 6156052
492, 6192621
493, 6245600
494, 6763181
495, 6457094
496, 8021375
497, 7762468
498, 7060428
499, 7146906
500, 7166287
501, 7200009
502, 7242574
503, 7194309
504, 6804791
505, 6817844
506, 6472246
507, 6940524
508, 6741255
509, 6929546
510, 6713847
511, 6822333
512, 6697693
513, 6783909
514, 7103491
515, 6756511
516, 6844282
517, 6764344
518, 6731345
519, 6494684
520, 6156515
521, 5951094
522, 6059995
523, 6265701
524, 6196588
525, 6442837
526, 6494543
527, 6354745
528, 6079920
529, 6298345
530, 5972484
531, 10286379
532, 6268905
533, 6445032
534, 6759229
535, 6665166
536, 6288328
537, 7051147
538, 6359902
539, 6379852
540, 6263830
541, 6414005
542, 6558880
543, 6619943
544, 6571979
545, 6342727
546, 6151789
547, 6149835
548, 6127602
549, 6489810
550, 6412925
551, 6175103
552, 6187088
553, 6464186
554, 6280129
555, 6258484
556, 6961645
557, 8989483
558, 11481342
559, 10042432
560, 10570599
561, 8850806
562, 7029900
563, 6649278
564, 6885733
565, 6644617
566, 6642327
567, 6577563
568, 6422365
569, 6127282
570, 6289109
571, 6258721
572, 6341204
573, 7507291
574, 6630435
575, 6410119
576, 6709291
577, 6453515
578, 6365167
579, 6289701
580, 6315194
581, 6461272
582, 6537800
583, 6354586
584, 6527353
585, 6223310
586, 6064118
587, 6147601
588, 6473835
589, 6376414
590, 6141596
591, 6326489
592, 6136901
593, 6251115
594, 6261716
595, 6279961
596, 6274801
597, 6632191
598, 6533822
599, 6453096
600, 6409883
